Result Number,Satellite,Date,Beam Mode,Polarization,Type,Image Info,Metadata,Download Link,Sequence ID,Footprint
993,RADARSAT-1,2000-11-19T06:31:33 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833489" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=9ce4f27c-da06-4abf-bddf-97fab7bee186,3833489,-73.922528 55.200231 -82.607869 56.134103 -83.762167 51.020417 -76.041417 50.113633 -73.922528 55.200231 
994,RADARSAT-1,2000-11-19T06:30:24 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833484" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=9f7d1a94-efaf-4681-a05f-4dc4a248a4ce,3833484,-71.911292 59.221456 -81.640103 60.196792 -82.863611 55.169586 -74.355367 54.240603 -71.911292 59.221456 
995,RADARSAT-1,2000-11-12T06:35:48 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833286" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=64e696e8-57c9-4e40-8f9a-2afdbb8e2715,3833286,-80.451264 55.647306 -80.613269 55.123242 -79.731383 55.032225 -79.557514 55.555992 -80.451264 55.647306 
996,RADARSAT-1,2000-11-12T06:35:42 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833275" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=05849bc5-d0f3-420a-9f9a-d015de73e65f,3833275,-80.341656 55.997867 -80.504758 55.475853 -79.614992 55.384647 -79.439817 55.906353 -80.341656 55.997867 
997,RADARSAT-1,2000-11-12T06:35:36 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833272" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=072c5845-b1eb-4caa-962e-03e9619a91e8,3833272,-80.230597 56.349422 -80.395758 55.826528 -79.497789 55.735103 -79.320264 56.257672 -80.230597 56.349422 
998,RADARSAT-1,2000-11-12T06:35:30 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833270" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=e0ac75a4-7ae5-44c2-be53-284d13b4dd66,3833270,-80.118589 56.699508 -80.285714 56.176233 -79.379481 56.084589 -79.199714 56.607519 -80.118589 56.699508 
999,RADARSAT-1,2000-11-12T06:35:24 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833271" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=6f9bf842-d09e-4f65-8974-bcba28ace43f,3833271,-80.004953 57.050903 -80.174644 56.525592 -79.259875 56.433708 -79.077211 56.958653 -80.004953 57.050903 
1000,RADARSAT-1,2000-11-12T06:35:18 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833226" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=7a7e7d90-3b56-4d34-8642-0c79fcef259f,3833226,-79.890481 57.400650 -80.062611 56.873892 -79.139147 56.781756 -78.953714 57.308131 -79.890481 57.400650 
1001,RADARSAT-1,2000-11-12T06:35:12 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833266" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=3d01d126-7743-41c8-b4d0-6c2df7b47968,3833266,-79.774306 57.751742 -79.947269 57.228719 -79.015053 57.136344 -78.828581 57.658967 -79.774306 57.751742 
1002,RADARSAT-1,2000-11-02T06:27:21 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3832469" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=08d5f254-bc8c-4eb3-b4f1-cc77bc3ae248,3832469,-78.274539 55.838342 -78.438431 55.312003 -77.551186 55.220636 -77.375225 55.746667 -78.274539 55.838342 
1003,RADARSAT-1,2000-11-02T06:27:15 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3832467" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=db0a159a-b5df-439c-b2e3-3c98d77cd2ab,3832467,-78.164175 56.188497 -78.329528 55.663131 -77.434333 55.571569 -77.256672 56.096611 -78.164175 56.188497 
1004,RADARSAT-1,2000-11-02T06:27:09 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3832468" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=55ffc8bf-8007-44d8-ba5d-ce5a9591319a,3832468,-78.052458 56.539119 -78.219722 56.013492 -77.316325 55.921714 -77.136475 56.446997 -78.052458 56.539119 
1005,RADARSAT-1,2000-11-02T06:27:03 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3832549" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=13bc41ff-16c5-48c7-ae48-5288ff2ea548,3832549,-77.939694 56.888714 -78.108442 56.364400 -77.196747 56.272403 -77.015172 56.796358 -77.939694 56.888714 
1006,RADARSAT-1,2000-11-02T06:26:57 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3832529" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=9b3d514a-7a17-4403-a922-38be508876b8,3832529,-77.825314 57.239872 -77.996603 56.713658 -77.076269 56.621414 -76.891814 57.147247 -77.825314 57.239872 
1007,RADARSAT-1,2000-11-02T06:26:51 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3832463" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=8a710af7-1bec-49ed-aa2f-0a681ef1ab2e,3832463,-77.751444 57.592756 -77.923456 57.068739 -76.997167 56.976853 -76.811789 57.500481 -77.751444 57.592756 
1008,RADARSAT-1,2000-10-29T06:42:27 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833486" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=93c50538-ab27-47e4-b7a6-283ced80c50b,3833486,-74.007272 61.117542 -84.341928 62.117103 -85.624197 57.043822 -76.686378 56.102433 -74.007272 61.117542 
1009,RADARSAT-1,2000-10-26T07:31:38 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3829120" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=0621d378-bf94-4d52-af74-a6b051e7bed7,3829120,-79.392292 55.649794 -79.554900 55.124269 -78.672244 55.033089 -78.497731 55.558317 -79.392292 55.649794 
1010,RADARSAT-1,2000-10-26T07:31:32 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3828911" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=78b1e475-ad9e-4d5a-a9a1-7833585fe457,3828911,-79.282503 56.000692 -79.446908 55.475019 -78.556217 55.383631 -78.379642 55.908989 -79.282503 56.000692 
1011,RADARSAT-1,2000-10-26T07:31:26 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3828920" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=6ba8d039-8214-4981-847f-3b1f8158415c,3828920,-79.171558 56.350856 -79.337686 55.825431 -78.438983 55.733842 -78.260428 56.258936 -79.171558 56.350856 
1012,RADARSAT-1,2000-10-26T07:31:20 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3828902" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=e0bebb71-e7bd-4ec3-b600-3198983f3d32,3828902,-79.059628 56.700161 -79.227181 56.176086 -78.320289 56.084286 -78.140064 56.608014 -79.059628 56.700161 
1013,RADARSAT-1,2000-10-26T07:31:14 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3828989" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=3eea2583-bbc7-4748-b3a8-d467f2715503,3828989,-78.946031 57.051378 -79.115681 56.526719 -78.200217 56.434678 -78.017594 56.958969 -78.946031 57.051378 
1014,RADARSAT-1,2000-10-26T07:31:08 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3828919" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=84a1a41d-37f0-43d8-8bb5-d73a81fe9c18,3828919,-78.830986 57.402544 -79.002889 56.877069 -78.078769 56.784783 -77.893589 57.309872 -78.830986 57.402544 
1015,RADARSAT-1,2000-10-26T07:31:02 +0000,Fine 1,HH,SGF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3828973" "relatedProducts":[{"values":["SGF" "" "6.25" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=1deeced2-1ab6-457c-9728-06930e19c365,3828973,-78.714911 57.752589 -78.889003 57.226653 -77.956056 57.134108 -77.768372 57.659639 -78.714911 57.752589 
1016,RADARSAT-1,2000-09-04T23:14:34 +0000,Standard 7,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"10066187" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,,10066187,-78.960160 56.803165 -79.178236 57.711706 -80.876045 57.583493 -80.616322 56.674794 -78.960160 56.803165 
1017,RADARSAT-1,2000-08-15T22:57:57 +0000,Standard 2,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"10055602" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,,10055602,-80.684555 56.838534 -81.050807 57.739451 -82.720837 57.532478 -82.313872 56.634322 -80.684555 56.838534 
1018,RADARSAT-1,2000-08-15T22:57:43 +0000,Standard 2,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"10055621" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,,10055621,-80.368078 56.037698 -80.723198 56.939231 -82.358482 56.734548 -81.964534 55.835588 -80.368078 56.037698 
1019,RADARSAT-1,2000-08-15T22:57:30 +0000,Standard 2,HH,GRF,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"10055641" "relatedProducts":[{"values":["GRF" "" "25.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,,10055641,-80.073867 55.270275 -80.419066 56.172367 -82.022691 55.969708 -81.640360 55.070021 -80.073867 55.270275 
1020,RADARSAT-1,2000-07-29T18:54:13 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833478" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=8fb97ab6-1567-4f78-86f5-9493ab6f53d5,3833478,-80.862208 53.041381 -72.690561 53.943411 -73.879575 59.022506 -83.184206 58.082822 -80.862208 53.041381 
1021,RADARSAT-1,2000-07-26T18:42:14 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833479" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=eb3f2836-3bc8-469e-b67c-045937eb73f3,3833479,-78.619242 55.193950 -70.010214 56.106925 -71.250425 61.180464 -81.157322 60.218253 -78.619242 55.193950 
1022,RADARSAT-1,2000-07-25T19:11:02 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833482" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=57270a81-b1ab-4da7-9e72-bafa06b83708,3833482,-85.097858 53.130839 -76.910575 54.033322 -78.098103 59.095953 -87.420144 58.155506 -85.097858 53.130839 
1023,RADARSAT-1,2000-07-22T07:31:27 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833507" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=54594f6a-10bb-4d05-94d9-6ea5471ccbf7,3833507,-73.676275 55.730817 -82.483769 56.668539 -83.638244 51.594344 -75.819806 50.685711 -73.676275 55.730817 
1024,RADARSAT-1,2000-07-22T07:30:10 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833504" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=9119381f-bded-462f-9cdb-7fd86662dfd0,3833504,-71.368061 60.188425 -81.394231 61.176428 -82.652769 56.107747 -73.936783 55.172178 -71.368061 60.188425 
1025,RADARSAT-1,2000-07-15T07:34:46 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833502" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=c7333868-0344-4c19-9bea-d933f82d2a83,3833502,-73.063353 59.068647 -82.752144 60.041625 -84.081592 54.524889 -75.700919 53.600297 -73.063353 59.068647 
1026,RADARSAT-1,2000-07-08T19:07:24 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833472" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=9e3315f1-8f8b-46bc-aab4-c6b3373da1f7,3833472,-84.780194 54.707058 -76.248306 55.622475 -77.472425 60.668214 -87.257381 59.706019 -84.780194 54.707058 
1027,RADARSAT-1,2000-07-08T19:06:06 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833466" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=0e1a75fd-6350-4934-b6f3-e087c272cf4e,3833466,-82.930503 50.182314 -75.267506 51.074089 -76.385828 56.084697 -84.986828 55.168239 -82.930503 50.182314 
1028,RADARSAT-1,2000-07-01T07:43:57 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833503" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=1c319b87-0eef-40f1-ab3c-d249c166df86,3833503,-76.433958 56.636644 -85.458897 57.582103 -86.638750 52.472544 -78.664867 51.560317 -76.433958 56.636644 
1029,RADARSAT-1,2000-07-01T07:42:40 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833498" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=955160e0-c63a-4e6f-aba1-68a199560c9d,3833498,-74.042119 61.063278 -84.350681 62.063928 -85.634067 57.002842 -76.713058 56.060367 -74.042119 61.063278 
1030,RADARSAT-1,2000-06-25T07:19:12 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833500" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=9a77b57a-d0a0-43be-a2e5-29ac50e492c8,3833500,-70.828247 55.093878 -79.477186 56.027531 -80.624622 50.954183 -72.926183 50.047358 -70.828247 55.093878 
1031,RADARSAT-1,2000-06-25T07:17:55 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833501" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=1941baca-fa4a-451d-86e1-4ce30545ffa8,3833501,-68.588739 59.541047 -78.437242 60.523867 -79.682833 55.439064 -71.095847 54.505183 -68.588739 59.541047 
1032,RADARSAT-1,2000-06-18T18:50:45 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833477" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=95eb8c12-cdc5-417f-ba2c-8ec11bcc17a3,3833477,-80.787358 55.191625 -72.142878 56.110403 -73.381219 61.166892 -83.323461 60.198389 -80.787358 55.191625 
1033,RADARSAT-1,2000-06-18T18:49:30 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833476" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=071a85ce-b840-4bf2-8fce-a678b5eef42d,3833476,-78.963861 50.818100 -71.188647 51.712133 -72.336761 56.807211 -81.105789 55.885392 -78.963861 50.818100 
